Name,PlayerID
Jeff Mathis,425772
Paul Goldschmidt,502671
Ketel Marte,606466
Nick Ahmed,605113
Jake Lamb,571875
David Peralta,444482
AJ Pollock,572041
Daniel Descalso,518614
Jon Jay,445055
Chris Owings,572008
Jarrod Dyson,502481
Alex Avila,488671
Eduardo Escobar,500871
John Ryan,121589
Deven Marrero,571918
Christian Walker,572233
Sócrates Brito,593647
Ildemaro Vargas,545121
Patrick Kivlehan,623182
Kristopher Negrón,502117
Chris Stewart,455755
Kurt Suzuki,435559
Freddie Freeman,518692
Ozzie Albies,645277
Dansby Swanson,621020
Johan Camargo,622666
Ender Inciarte,542255
Nick Markakis,455976
Charlie Culberson,518586
Tyler Flowers,452095
Ryan Flaherty,475247
Preston Tucker,605512
Adam Duvall,594807
Peter Bourjos,488721
José Bautista,430832
Danny Santana,542454
Lane Adams,572669
Lucas Duda,446263
Carlos Pérez,542208
Rio Ruiz,547004
Michael Reed,605439
René Rivera,425784
Dustin Peterson,640460
Caleb Joseph,543376
Chris Davis,448801
Jonathan Schoop,570731
Manny Machado,592518
Renato Núñez,600524
Trey Mancini,641820
Adam Jones,430945
Joey Rickard,572073
Mark Trumbo,444432
Tim Beckham,542921
Danny Valencia,502143
Jonathan Villar,542340
Jace Peterson,607054
Cedric Mullins,656775
Chance Sisco,642082
Craig Gentry,502226
Pedro Álvarez,476883
Austin Wynns,642851
Anthony Santander,623993
John Andreoli,607430
Colby Rasmus,458675
Stevie Wilkerson,592859
DJ Stewart,621466
Breyvic Valera,591971
Andrew Susac,572180
Luis Sardinas,596143
Corban Joseph,543377
Engelb Vielma,622713
Sandy León,506702
Mitch Moreland,519048
Eduardo Núñez,456488
Xander Bogaerts,593428
Rafael Devers,646240
Andrew Benintendi,643217
Mookie Betts,605141
Brock Holt,571788
Christian Vázquez,543877
Blake Swihart,596119
Hanley Ramirez,434670
Steve Pearce,456665
Ian Kinsler,435079
Tzu-Wei Lin,624407
Sam Travis,607752
Brandon Phillips,408252
Dustin Pedroia,456030
Dan Butler,576788
Tony Renda,573113
Omar Narváez,553882
José Abreu,547989
Yoán Moncada,660162
Tim Anderson,641313
Adam Engel,641553
Avisaíl García,541645
Matt Davidson,571602
Daniel Palka,594953
Leury Garcia,544725
Kevan Smith,607345
Welington Castillo,456078
Trayce Thompson,572204
Charlie Tilson,605508
José Rondon,602922
Ryan LaMarre,534606
Ryan Cordell,641477
Matt Skole,605474
Alfredo González,554054
Tyler Saladino,573135
Dustin Garneau,572863
Willson Contreras,575929
Anthony Rizzo,519203
Javier Báez,595879
Addison Russell,608365
Kris Bryant,592178
Kyle Schwarber,656941
Albert Almora,546991
Jason Heyward,518792
Ben Zobrist,450314
Ian Happ,664023
David Bote,623520
Victor Caratini,605170
Daniel Murphy,502517
Chris Gimenez,460269
Efren Navarro,519068
Taylor Davis,543089
Mark Zagunis,657145
Terrance Gore,605253
Mike Freeman,502273
Tucker Barnhart,571466
Joey Votto,458015
Scooter Gennett,571697
José Peraza,606299
Eugenio Suárez,553993
Billy Hamilton,571740
Scott Schebler,594988
Jesse Winker,608385
Phil Ervin,640447
Curt Casali,592200
Alex Blandino,607468
Mason Williams,592863
Brandon Dixon,641525
Dilson Herrera,599096
Devin Mesoraco,519023
Cliff Pennington,460060
Tony Cruz,488810
Gabriel Guerrero,602115
Blake Trahan,664167
Rosell Herrera,594011
Tim Federowicz,543148
Aristides Aquino,606157
Yan Gomes,543228
Yonder Alonso,475174
Jason Kipnis,543401
Francisco Lindor,596019
José Ramírez,542432
Michael Brantley,488726
Greg Allen,656185
Melky Cabrera,466320
Edwin Encarnación,429665
Brandon Guyer,446386
Rajai Davis,434658
Roberto Pérez,547379
Tyler Naquin,571980
Erik González,570481
Yandy Díaz,650490
Bradley Zimmer,605548
Lonnie Chisenhall,502082
Josh Donaldson,518626
Adam Rosales,489267
Brandon Barnes,488681
Eric Haase,606992
Leonys Martín,547982
Francisco Mejía,642336
Chris Iannetta,455104
Ian Desmond,435622
DJ LeMahieu,518934
Trevor Story,596115
Nolan Arenado,571448
Gerardo Parra,467827
Charlie Blackmon,453568
Carlos González,471865
David Dahl,621311
Tony Wolters,547172
Ryan McMahon,641857
Noel Cuevas,571595
Pat Valaika,642162
Tom Murphy,119572
Matt Holliday,407812
Garrett Hampson,641658
Daniel Castro,593495
Mike Tauchman,643565
Raimel Tapia,606132
Drew Butera,460077
James McCann,543510
John Hicks,543308
Dixon Machado,553988
José Iglesias,578428
Jeimer Candelario,600869
JaCoby Jones,592444
Nick Castellanos,592206
Victor Martinez,400121
Niko Goodrum,592348
Mikie Mahtook,543484
Victor Reyes,622682
Ronny Rodríguez,500135
Jim Adduci,110073
Miguel Cabrera,408234
Grayson Greiner,606988
Dawel Lugo,608475
Pete Kozma,518902
Christin Stewart,621514
Mike Gerber,595222
Harold Castro,605612
Jarrod Saltalamacchia,457454
Max Stassi,545358
Yuli Gurriel,493329
Jose Altuve,514888
Carlos Correa,621043
Alex Bregman,608324
Marwin Gonzalez,503556
Jake Marisnick,545350
Josh Reddick,502210
Evan Gattis,594828
George Springer,543807
Tony Kemp,643393
Tyler White,643603
Brian McCann,435263
Martín Maldonado,455117
Derek Fisher,605233
Kyle Tucker,663656
Myles Straw,664702
Salvador Perez,521692
Whit Merrifield,593160
Alcides Escobar,444876
Mike Moustakas,519058
Alex Gordon,460086
Abraham Almonte,501659
Jorge Bonifacio,593528
Ryan O'Hearn,656811
Hunter Dozier,641531
Adalberto Mondesí,609275
Jorge Soler,624585
Brett Phillips,621433
Ryan Goins,572365
Cheslor Cuthbert,596144
Brian Goodwin,571718
Paulo Orlando,449181
Cam Gallagher,595956
Ramón Torres,593527
Meibrys Viloria,650619
Albert Pujols,405395
Andrelton Simmons,592743
Luis Valbuena,472528
Justin Upton,457708
Mike Trout,545361
Kole Calhoun,594777
Shohei Ohtani,660271
David Fletcher,664058
Zack Cozart,446359
Jefry Marte,527043
Taylor Ward,621493
José Briceño,593993
Chris Young,432934
Kaleb Cowart,592230
Francisco Arcia,516472
Michael Hermosillo,641684
Jabari Blash,518466
Joe Hudson,116265
Nolan Fontana,545337
Sherman Johnson,582473
Ryan Schimpf,572114
Juan Graterol,492802
Yasmani Grandal,518735
Cody Bellinger,641355
Logan Forsythe,523253
Chris Taylor,621035
Justin Turner,457759
Joc Pederson,592626
Enrique Hernández,571771
Yasiel Puig,624577
Matt Kemp,461314
Max Muncy,571970
Austin Barnes,605131
Chase Utley,400284
Brian Dozier,572821
Corey Seager,608369
Alex Verdugo,657077
Kyle Farmer,571657
David Freese,501896
Andrew Toles,592808
Tim Locastro,641796
Rocky Gale,502570
Justin Bour,571506
Starlin Castro,516770
JT Riddle,595375
Martín Prado,445988
Derek Dietrich,518618
Lewis Brinson,621446
Brian Anderson,605119
Miguel Rojas,500743
Cameron Maybin,457727
Bryan Holaday,592407
Yadiel Rivera,592680
Magneuris Sierra,642423
Rafael Ortega,542364
JB Shuck,543776
Austin Dean,621573
Peter O'Brien,598284
Isaac Galloway,543194
Chad Wallach,595453
Garrett Cooper,643265
Tomás Telis,542513
Braxton Lee,657658
Christopher Bostick,607471
Manny Piña,444489
Jesús Aguilar,542583
Orlando Arcia,606115
Travis Shaw,543768
Ryan Braun,461334
Lorenzo Cain,456715
Christian Yelich,592885
Hernán Pérez,541650
Eric Thames,519346
Domingo Santana,570267
Erik Kratz,456124
Eric Sogard,519299
Keon Broxton,542979
Brad Miller,543543
Jett Bandy,542908
Curtis Granderson,434158
Nate Orf,644337
Jacob Nottingham,641924
Nick Franklin,545338
Mitch Garver,641598
Joe Mauer,408045
Jorge Polanco,593871
Eddie Rosario,592696
Jake Cave,595909
Max Kepler,596146
Robbie Grossman,543257
Ehire Adrianza,501303
Logan Morrison,489149
Miguel Sanó,593934
Bobby Wilson,435064
Tyler Austin,592122
Willians Astudillo,553902
Byron Buxton,621439
Jason Castro,488771
Gregorio Petit,463610
Johnny Field,608654
Taylor Motter,600301
Gary Sánchez,596142
Greg Bird,595885
Gleyber Torres,650402
Didi Gregorius,544369
Miguel Andujar,609280
Brett Gardner,458731
Aaron Hicks,543305
Aaron Judge,592450
Giancarlo Stanton,519317
Neil Walker,435522
Austin Romine,519222
Luke Voit,572228
Andrew McCutchen,457705
Ronald Torreyes,591720
Kyle Higashioka,543309
Tyler Wade,642180
Brandon Drury,592273
Shane Robinson,453203
Clint Frazier,640449
Adeiny Hechavarria,588751
Billy McKinney,641856
Kevin Plawecki,608700
Wilmer Flores,527038
Asdrúbal Cabrera,452678
Amed Rosario,642708
Todd Frazier,453943
Michael Conforto,624424
Austin Jackson,457706
Jay Bruce,457803
Brandon Nimmo,607043
José Reyes,408314
Jeff McNeil,643446
Adrián González,408236
Yoenis Céspedes,493316
Dominic Smith,642086
Tomás Nido,621512
Luis Guillorme,641645
Juan Lagares,501571
Jose Lobatón,446653
Jack Reinheimer,595373
Phillip Evans,595943
Travis d'Arnaud,518595
Ty Kelly,571841
Kevin Kaczmarski,664842
David Wright,431151
Jonathan Lucroy,518960
Matt Olson,621566
Jed Lowrie,476704
Marcus Semien,543760
Matt Chapman,656305
Chad Pinder,640461
Mark Canha,592192
Stephen Piscotty,572039
Khris Davis,501981
Matt Joyce,459964
Dustin Fowler,641583
Nick Martini,605361
Ramón Laureano,657656
Josh Phegley,572033
Franklin Barreto,620439
Bruce Maxwell,622194
Jake Smolinski,519295
Boog Powell,120719
Beau Taylor,607333
Jorge Alfaro,595751
Carlos Santana,467793
César Hernández,514917
Scott Kingery,664068
Maikel Franco,596748
Rhys Hoskins,656555
Odúbel Herrera,546318
Nick Williams,608384
Aaron Altherr,571437
Andrew Knapp,595284
Roman Quinn,596451
Wilson Ramos,467092
Jesmuel Valentín,621044
Pedro Florimón,465753
Dylan Cozens,622226
Mitch Walding,605520
Trevor Plouffe,461858
Francisco Cervelli,465041
Josh Bell,458679
Josh Harrison,543281
Jordy Mercer,474568
Colin Moran,592567
Corey Dickerson,572816
Starling Marte,516782
Gregory Polanco,570256
Adam Frazier,624428
Elias Díaz,553869
Sean Rodríguez,446481
Austin Meadows,640457
José Osuna,591741
Jordan Luplow,656669
Kevin Newman,621028
Max Moroff,621559
Pablo Reyes,622569
Jacob Stallings,607732
Kevin Kramer,596012
Ryan Lavarnway,543432
Austin Hedges,595978
Eric Hosmer,543333
José Pirela,517369
Freddy Galvis,520471
Christian Villanueva,570799
Hunter Renfroe,592669
Manuel Margot,622534
Franmil Reyes,614177
Travis Jankowski,608671
Wil Myers,571976
Cory Spangenberg,605486
Carlos Asuaje,641319
Franchy Cordero,614173
Rafael Lopez,607257
Matt Szczur,519333
Chase Headley,452104
Luis Urías,649966
Javy Guerra,642770
Buster Posey,457763
Brandon Belt,474832
Joe Panik,605412
Brandon Crawford,543063
Evan Longoria,446334
Hunter Pence,452254
Gorkys Hernández,491676
Alen Hanson,593700
Nick Hundley,460026
Pablo Sandoval,467055
Austin Slater,596103
Grégor Blanco,453923
Kelby Tomlinson,605509
Steven Duggar,621453
Mac Williamson,607776
Chase d'Arnaud,488818
Aramis Garcia,605244
Chris Shaw,622046
Miguel Gómez,622497
Abiatal Avelino,623214
Ryder Jones,624507
Mike Zunino,572287
Ryon Healy,592387
Dee Strange-Gordon,543829
Jean Segura,516416
Kyle Seager,572122
Denard Span,452655
Guillermo Heredia,628338
Mitch Haniger,571745
Nelson Cruz,112906
Robinson Canó,429664
Ben Gamel,592325
Andrew Romine,461865
David Freitas,571679
Chris Herrmann,543302
Gordon Beckham,493596
Ichiro Suzuki,400085
Mike Marjama,605357
Zach Vincej,572227
Yadier Molina,425877
José Martínez,500874
Kolten Wong,543939
Paul DeJong,657557
Jedd Gyorko,576397
Marcell Ozuna,542303
Tommy Pham,502054
Dexter Fowler,451594
Matt Carpenter,572761
Harrison Bader,664056
Yairo Muñoz,622168
Greg Garcia,594824
Tyler O'Neill,641933
Francisco Peña,506747
Matt Adams,571431
Patrick Wisdom,621550
Carson Kelly,608348
Adolis García,666969
Steven Baron,571467
Edmundo Sosa,624641
Jake Bauers,641343
Joey Wendle,621563
Willy Adames,642715
Matt Duffy,592274
Kevin Kiermaier,595281
Carlos Gómez,460576
Mallex Smith,605480
Daniel Robertson,621002
Jesús Sucre,491696
Brandon Lowe,664040
Rob Refsnyder,608701
Michael Perez,605421
Christian Arroyo,624414
Nick Ciuffo,624419
Adam Moore,446192
Andrew Velazquez,623205
Brandon Snyder,474319
Justin Williams,642211
Robinson Chirinos,455139
Ronald Guzmán,608597
Rougned Odor,596059
Elvis Andrus,462101
Adrián Beltré,134181
Joey Gallo,608336
Delino DeShields,592261
Nomar Mazara,608577
Shin-Soo Choo,425783
Jurickson Profar,595777
Isiah Kiner-Falefa,643396
Ryan Rua,607387
Carlos Tocci,624636
Drew Robinson,592685
Willie Calhoun,641432
Juan Centeno,518542
Hanser Alberto,593643
Jose Trevino,624431
Russell Martin,431145
Justin Smoak,475253
Devon Travis,581527
Aledmys Díaz,649557
Yangervis Solarte,500208
Teoscar Hernández,606192
Kevin Pillar,607680
Randal Grichuk,545341
Kendrys Morales,434778
Luke Maile,571912
Richard Urena,620446
Danny Jansen,643376
Rowdy Tellez,642133
Gio Urshela,570482
Reese McGuire,624512
Jonathan Davis,641505
Anthony Alford,546990
Gift Ngoepe,547912
Jon Berti,542932
Dalton Pompey,592647
Darnell Sweeney,572182
Matt Wieters,446308
Ryan Zimmerman,475582
Wilmer Difo,594694
Trea Turner,607208
Anthony Rendon,543685
Juan Soto,665742
Bryce Harper,547180
Adam Eaton,284566
Mark Reynolds,448602
Pedro Severino,600474
Howie Kendrick,435062
Spencer Kieboom,571851
Andrew Stevenson,664057
Victor Robles,645302
Moisés Sierra,501213
Adrián Sanchez,506703
Matt Reynolds,519186
Miguel Montero,471083
Rafael Bautista,622441
